human_bin,smiles,proteinName,protein_dataset
0,[C@H](C(F)(F)F)(Cl)Br,prot639,human
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot973,human
1,C(C(CO)O)O,prot1885,human
1,C1CCCC(CC1)CC2=CC3=C(S2(=O)=O)C=C(C=C3)OS(=O)(=O)N,prot3,human
0,CC(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O,prot1802,human
1,C(C(CO)O)O,prot1886,human
0,C1COCC(=O)N1C2=CC=C(C=C2)N3C[C@H](OC3=O)CNC(=O)C4=CC=C(S4)Cl,prot496,human
1,C(CC(=O)O)[C@@H](C(=O)O)N,prot193,human
0,CC[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CCCC[C@H]34)C)O,prot1251,human
1,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,prot28,human
0,CC(C)C[C@@](C)(C(=O)O)N,prot1270,human
0,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O,prot235,human
0,CCCCC/C=C/CC/C=C/CCCCCCC(=O)O,prot480,human
1,C1=CC=C(C(=C1)NC(=O)C2=CC=C(C=C2)N3C=CC=CC3=O)S(=O)(=O)NC4=NC=C(C=C4)Cl,prot1384,human
0,CC12CCC3C(C1CCC2OC(=O)CCC(=O)O)CCC4=C3C=CC(=C4)O,prot1887,human
0,CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,prot1670,human
1,CO/C=C(\C1=CC=CC=C1/C=C/C2=CC=CC=C2)/C(=O)OC,prot868,human
0,CCCCCCCC/C=C/C/C=C/C/C=C/CCCC(=O)O,prot641,human
1,C1=CC2=C(/C(=C/3\C4=C(C=C(C=C4)Br)NC3=O)/N=C2C=C1)NO,prot670,human
0,CC12CCC3C(C1CCC2OC(=O)CCC(=O)O)CCC4=C3C=CC(=C4)O,prot1034,human
1,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,prot9,human
0,C1CC1(C(=O)O)N,prot940,human
1,CC[C@@H](C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C,prot28,human
1,C1=CC2=NC=CN=C2C=C1/C=C\3/C(=O)NC(=O)S3,prot1132,human
1,C([C@H]([C@@H](CS)O)O)S,prot1180,human
1,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O,prot9,human
1,C1CCC2=C(CC1)C(=O)OC3=C2C=CC(=C3)OS(=O)(=O)N,prot3,human
1,C([C@H]([C@@H](CS)O)O)S,prot517,human
0,CC[C@H]1CN2CC[C@@]3([C@@H]2C[C@@H]1/C(=C\OC)/C(=O)OC)C4=CC=CC=C4NC3=O,prot916,human
1,C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=CC(=C(C=C43)OC)OC)C(=O)N,prot1702,human
0,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,prot256,human
1,CCCOC1=CC2=C(C=C1)NC=C2C[C@H](C(=O)N[C@@H](CCC(=O)N)C(=O)NCC3=CC=C(C=C3)C(=N)N)NS(=O)(=O)CC,prot167,human
1,CCCCCCCCCCP(=O)(C)C,prot106,human
0,C1CCC2CCCCC2C1,prot403,human
0,CC1[C@@H](CC(=C/C=C/2\CCC[C@]3(C2CCC3[C@H](C)CCCC(C)(C)O)C)C[C@H]1O)O,prot152,human
1,C(C(CO)O)O,prot1889,human
1,CC1=CC=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C(C)(C)C,prot1263,human
0,CC1=CC(=O)OC2=C1C=CC(=C2)OC3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,prot625,human
0,C(C1[C@@H](C(C([C@H](O1)O)N)O)O)O,prot1353,human
0,C[C@]12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O,prot1890,human
0,CCCCC/C=C/C/C=C/CCCC/C=C/CCCC(=O)O,prot1534,human
0,C1C(C(OC1N2C3=C(C(=O)N=C(N3)N)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,prot1891,human
1,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,prot198,human
1,COC1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CN=CN3,prot267,human
1,C(CCN)CCN,prot3,human
0,C(C(C(C(C(=O)CO)O)O)O)O,prot1232,human
0,C1COC1=O,prot1611,human
1,C([C@@H](C(=O)O)N)S(=O)(=O)O,prot866,human
0,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4(C3(CC2)C)C)(C)C)O)C)C,prot689,human
1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,prot1022,human
0,CC1C\2CCC(/C2=C/C3(C(CC(=C3C(C1O)OC4C(C(C(C(O4)COC(C)(C)C=C)O)OC(=O)C)O)C(C)COC(=O)C)O)C)COC,prot478,human
0,CC1(C2CCC1(C(=O)C2=O)C)C,prot874,human
1,C1CN(CCN1)CCNC2=C3C(=C(OC3=NC=C2)C4=CC=CC=C4)C5=CC=CC=C5,prot90,human
0,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)O,prot1892,human
1,CC(CC(=O)O)(CC(=O)O)O,prot1196,human
0,C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)CO)O,prot63,human
1,CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCOCC4)OC,prot9,human
1,C(CCN)CCN,prot3,human
1,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,prot516,human
1,C(C(CO)O)O,prot934,human
1,C[C@]1(CC(=O)N(C(=N1)N)C)C2=CC=CC(=C2)C3=CC(=CC=C3)OC,prot321,human
0,CCN(CC)C(C)OC(=O)C1=CC=CC=C1OC(=O)C,prot1418,human
0,C1=CC=C2C=C3C=C4C=C5C=CC=CC5=CC4=CC3=CC2=C1,prot913,human
1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,prot457,human
1,C[C@@H](/C=C/C=C/C(C)C)C1=NC(=CS1)C2=NC(=CS2)/C=C/[C@@H]([C@@H](C)/C(=C\C(=O)N)/OC)OC,prot868,human
0,C/C=C\C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,prot362,human
1,C(C(CO)O)O,prot9,human
0,C/C(=C\CCC1[C@]2(CCCC(C2CC[C@@]1(C)O)(C)C)C)/CC[C@@H]3C(=C)CCCC3(C)C,prot42,human
1,CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OC[C@H](CC4=CNC5=CC=CC=C54)N,prot9,human
0,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@H](O3)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O)CO)O)O)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)CO)O)O)O)O,prot376,human
1,C[C@@H]([C@H](C(=O)O)N)C(=O)O,prot76,human
0,CC1CC2C3CCC4=CC(=O)C=CC4(C3C(=O)CC2([C@]1(C(=O)CO)O)C)C,prot812,human
0,C1=CC=C2C=C3C=C4C=C5C=CC=CC5=CC4=CC3=CC2=C1,prot1893,human
1,C(C(CO)O)O,prot147,human
1,C(C(CO)O)O,prot742,human
0,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N6CCO[C@@H](C6)OC)O,prot626,human
0,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OC[C@@H]2[C@H]([C@@H]([C@](O2)(CO)OC[C@@H]3[C@H]([C@@H]([C@](O3)(CO)O)O)O)O)O)O)O)O,prot1007,human
1,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,prot553,human
1,C(C(CO)O)O,prot1894,human
0,C1[C@@H]([C@@H]([C@H](C1=O)CCC(=O)CCC(=O)O)C/C=C\CC(=O)O)O,prot1035,human
1,CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O,prot207,human
0,C1=CC(=CC=C1C[C@@H](C(=O)NS(=O)(=O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN=C4N)O)O)N)O,prot374,human
0,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CCC6C5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,prot1048,human
1,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,prot5,human
0,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@H]([C@@H]([C@]3(C)CO)O)O)C,prot860,human
0,C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,prot1895,human
1,C1C(=O)NS(=O)(=O)N1C2=CC=CC=C2,prot282,human
0,C([C@@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O)O,prot1699,human
0,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,prot285,human
1,C(C(CO)O)O,prot1896,human
1,C1CO[C@H](C2=C1C(=C(S2)NC(=O)C(=O)O)C(=O)O)COC3=NS(=O)(=O)C4=CC=CC=C43,prot282,human
0,CNC(CC(=O)O)C(=O)O,prot1897,human
0,C1=C([C@H]([C@@H]([C@H](O1)CO)O)O)O,prot1898,human
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3CCC(=O)C4,prot178,human
0,CCC1=CN=C(C(=C1)C(=O)O)C2=NC(C(=O)N2)(C)C(C)C,prot1670,human
1,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,prot28,human
0,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1OP(=O)(O)O)CO)O)O,prot1222,human
1,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,prot28,human
1,C1C=C[C@H]2C(=C1)C=CC3=C(N2CC4=CN=C5C(=N4)C(=NC(=N5)N)N)C=CC(=C3)O,prot443,human
1,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC(=CC=C4)SC,prot959,human
0,CC1(C2CCC1(C(=O)C2=O)C)C,prot1475,human
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,prot69,human
1,CCCNC(=O)[C@@H]1CCCN1C(=O)[C@@H](C(C2=CC=CC=C2)C3=CC=CC=C3)N,prot85,human
0,CCCCCC[C@@H](C(=O)[O-])O,prot907,human
1,C([C@@H](C(=O)O)N)C(=O)O,prot525,human
1,C(C(CO)O)O,prot1165,human
0,C1=CC=C2C(=C1)C3=C4C5=C2C6=CC=CC=C6C7=C5C8=C(C9=CC=CC=C97)C1=CC=CC=C1C1=C8C4=C(C2=CC=CC=C23)C2=CC=CC=C21,prot1090,human
1,CNS(=O)(=O)C1=CC=C(C=C1)NC2=NC=C(C(=N2)N[C@@H]3CCC[C@H]3N(C)C)C(F)(F)F,prot77,human
1,CC(C)C[C@H]([C@@H](C(=O)NO)O)C(=O)N[C@H](C(=O)NC)C(C)(C)C,prot717,human
0,C(CC(=O)O)[C@H](C(=O)O)O,prot1270,human
1,C1=C(C=C(C(=C1Cl)O)SC2=CC(=CC(=C2O)Cl)Cl)Cl,prot28,human
0,[B]=O,prot445,human
1,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,prot742,human
0,CC(=O)CC(=O)CCC(=O)O,prot863,human
0,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@@H]1[C@@H]([C@@H]([C@H]([C@@H]([C@H]1O)OP(=O)(O)O)OP(=O)(O)O)O)O)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,prot985,human
0,C1=CC(=CC=C1CBr)CBr,prot1506,human
0,C(CCCCC/C=C/C=C/C=C/C=C/C(=O)O)CCCCCO,prot1899,human
0,CCCCCC(/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1CC(=O)CCCCC(=O)O)O)O)O,prot1500,human
1,C([C@@H](C(=O)O)N)SS(=O)(=O)O,prot553,human
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C,prot1900,human
0,COC1=C(C=C(C=C1)CCN)OC,prot1123,human
1,C(C(CO)O)O,prot9,human
1,C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F,prot1022,human
1,C1=CC(=C(C=C1[N+](=O)[O-])OS(=O)(=O)O)O,prot1884,human
0,CCCCCCCCCCCCCCO,prot1901,human
0,CC1=CC(=CC=C1)OC(=O)CC2=C(N(C3=C2C=C(C=C3)OC)C(=O)C4=CC=C(C=C4)Cl)C,prot1700,human
0,C[C@H](CC=O)O,prot245,human
1,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,prot28,human
0,C[C@]12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O,prot1902,human
1,CC(=O)CC(=O)O,prot263,human
1,CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O,prot9,human
1,C(C(CO)O)O,prot1335,human
1,CCOC(=O)N1CCC(CC1)NC2=NC=CC(=C2)C,prot94,human
1,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC(=CC=C4)S(=O)(=O)N,prot9,human
1,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,prot382,human
0,CCNCCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,prot1848,human
1,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,prot28,human
1,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,prot1624,human
0,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C6C(O6)[C@H]([C@H]5O)O)C=C2,prot381,human
0,C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O)O)N(C)C,prot1438,human
0,C(C(C(C(C(=O)CO)O)O)O)O,prot1169,human
0,CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O,prot922,human
1,C1CN(CCC1NC(=O)CCCS)CC2=CC=CC=C2,prot321,human
1,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,prot9,human
0,CC(C(C1=CC=C(C=C1)O)O)NC,prot1619,human
0,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,prot1904,human
0,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,prot1197,human
1,CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O,prot9,human
1,COC1=CC(=CC(=C1OC)OC)NC2=NC=C3C=CN(C3=N2)C4=CC=CC=N4,prot446,human
1,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,prot274,human
1,C1=CC(=CC=C1CCN)S(=O)(=O)F,prot87,human
1,C(C(CO)O)O,prot87,human
1,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,prot9,human
0,COC1=CC=C(C=C1)O,prot973,human
0,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)OC(=O)C,prot1297,human
1,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,prot211,human
1,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl,prot28,human
0,O=P,prot1168,human
1,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,prot347,human
0,C/C(=C\CCC1[C@]2(CCCC(C2CC[C@@]1(C)O)(C)C)C)/CC[C@@H]3C(=C)CCCC3(C)C,prot456,human
0,CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=CN=C3N(C(=O)NC4=NC=C(C=C4)Cl)C(=O)NC5=NC=C(C=C5)Cl)O)O,prot614,human
1,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,prot9,human
0,C[C@H]1CCC2([C@@]3(CC4(C5(C([C@H](C3(C5(C2([C@@H]1O)O4)O)O)OC(=O)C6=CC=CN6)(C(C)C)O)C)O)C)O,prot95,human
0,C([C@H]1[C@@H]([C@H]([C@@H](N1)CO)O)O)O,prot1906,human
0,C(CC(C(=O)O)N)CC(C(=O)O)N,prot485,human
0,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@@H]5[C@H](O4)OP(=O)(O5)O)O)O)O,prot697,human
1,COC1=CC=CC(=C1)C(=O)N,prot208,human
1,C(CC(=O)O)C(=O)C(=O)O,prot244,human
1,C[C@H]1CNCCN1S(=O)(=O)C2=CC=CC3=C2C=CN=C3,prot9,human
1,CC(C)[C@H](C=O)[C@H]1[C@@H](CCN1C(=O)/C=C/CN2CCCCC2)NS(=O)(=O)C,prot44,human
1,C1C[C@H](N(C1)C(=O)[C@@H](CC2=CC=CC=C2)N)C(=O)NCC3=CC=CC=C3,prot85,human
0,C([C@H]([C@H]([C@@H]([C@H](C=O)[18F])O)O)O)O,prot104,human
0,C1=C(C(=O)NC(=O)N1[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)F)I,prot176,human
1,C1=CC=C(C=C1)OP(=O)(O)O,prot69,human
1,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3,prot69,human
1,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,prot28,human
0,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)O)N=[N+]=[N-],prot1907,human
1,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,prot28,human
0,CN1CC[C@]23[C@@H]4[C@@H](CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O)F,prot1118,human
1,C(C(CO)O)O,prot384,human
0,C1CNCCN1,prot1908,human
1,CSCC[C@@H](C(=O)O)NC=O,prot601,human
0,CC12CCC(=O)C=C1CCC3C2CCC4(C3CC[C@@]4(C(=O)CO)O)C,prot871,human
0,CCCCCCC=CCCCCCCCC(=O)O,prot293,human
1,C[C@H]/1CC[C@@H]2C[C@H](C[C@@](O2)([C@@H]3CSC(=O)N3)O)OC(=O)/C=C(\CC/C=C1)/C,prot1910,human
0,C[C@H]1CCC2([C@@]3(CC4(C5(C([C@H](C3(C5(C2([C@@H]1O)O4)O)O)OC(=O)C6=CC=CN6)(C(C)C)O)C)O)C)O,prot1171,human
0,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@@H]1[C@@H]([C@@H]([C@H]([C@@H]([C@H]1O)OP(=O)(O)O)OP(=O)(O)O)O)O)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,prot469,human
1,C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,prot1219,human
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot960,human
1,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,prot29,human
1,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3,prot69,human
0,C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO,prot1911,human
0,CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2,prot1801,human
1,C1C(=O)NC(=O)[C@]12C3=C(C=CC(=C3)F)C(=O)N(C2=O)CC4=C(C=C(C=C4)Br)F,prot457,human
0,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,prot1912,human
1,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,prot28,human
1,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,prot28,human
0,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N/N=C/3\C(=O)C4=C(C=C(C=C4C=C3S(=O)(=O)O)S(=O)(=O)O)N)C)N/N=C/5\C(=O)C6=C(C=C(C=C6C=C5S(=O)(=O)O)S(=O)(=O)O)N,prot312,human
0,C/C(=C\CCC1[C@]2(CCCC(C2CC[C@@]1(C)O)(C)C)C)/CC[C@@H]3C(=C)CCCC3(C)C,prot1622,human
1,CC(=O)C1=CC=CC(=C1)C2=CN=C3N2N=C(C=C3)NCC4CC4,prot9,human
1,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,prot28,human
0,[C@@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)O[C@@H]2[C@@H]([C@H]([C@H](O[C@@H]2C(=O)O)O[C@@H]3[C@@H]([C@H](C(O[C@@H]3C(=O)O)O)O)O)O)O)C(=O)O)O)O,prot1491,human
1,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,prot9,human
0,CN(C)C1=NC=NC2=C1NC=[N+]2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot1820,human
0,C#C[C@]1([C@H](C[C@@H](O1)N2C=NC3=C2N=C(N=C3N)F)O)CO,prot921,human
0,C(CN)CO,prot203,human
1,C([C@@H](C(=O)O)N)SO,prot1468,human
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot9,human
1,CC1=NC(=NC2=C1CSCC2)N,prot1021,human
0,C/C(=C\C=C\C=C(\C=C\C=C(\C(=O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)/C)/C)/C=C/C=C(/C(=O)O[C@@H]3O[C@@H]([C@H]([C@@H]([C@H]3O)O)O)CO[C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)\C,prot1901,human
1,CCCN1CCC(CC1)C2=NC3=C(C=CC=C3N2)C(=O)N,prot208,human
0,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCCC5(C)C)C)C)C2C1)C)C)C,prot1846,human
1,CN1CCCC1C2=CN=CC=C2,prot347,human
0,C1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O,prot238,human
1,CC(=CCC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)C,prot1097,human
1,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,prot5,human
0,CC(C)CC(C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(C)N,prot921,human
1,C1=CC=C(C(=C1)C(=O)O)O,prot281,human
0,C[C@H](C(=O)O)[C@](CC(=O)O)(C(=O)O)O,prot1915,human
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)I,prot87,human
0,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OC[C@@H]2[C@H]([C@@H]([C@](O2)(CO)OC[C@@H]3[C@H]([C@@H]([C@](O3)(CO)O)O)O)O)O)O)O)O,prot844,human
1,CC1=NC=C(C(=C1O)CN)COP(=O)(O)O,prot1262,human
0,CC(C)(C)C1CCC(CC1)CC2=C(C3=CC=CC=C3C(=O)C2=O)O,prot660,human
0,C[C@@H]1C2[C@H](C3[C@@H](C(=O)/C(=C(\N)/O)/C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O,prot207,human
1,C[C@@H]1[C@H]([C@@]2([C@@H](C2(C)C)[C@H]3[C@]1([C@@H]4C=C(C(=O)[C@]4(CC(=C3)CO)O)C)O)OC(=O)C)O,prot356,human
1,C1CC1C(=O)NC2=CC=CC(=C2)NC3=NC=CC(=N3)NC4=CC=CC(=C4)C(F)(F)F,prot69,human
0,C[C@]12CCC3C(C1CC[C@]2(C#C)O)CCC4=CC(=C(C=C34)O)O,prot297,human
0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)Cl)C,prot1515,human
0,CC1(C(=O)N(C(=O)O1)C)C,prot251,human
0,CCCCCCCCOC1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,prot249,human
0,CCC(C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCCN)NC[C@H](CCCCN)N,prot1816,human
0,CC1=CC=CC2=CC=CC=C12,prot1633,human
1,CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O,prot242,human
0,CCCCN(CCCC)C(=O)CN1C[C@@H]([C@H]([C@H]1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,prot991,human
1,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N,prot3,human
1,C1CCC(C1)N2C3=C(C(=N2)C4=CN=C5C(=C4)C=CN5)C(=NC=N3)N,prot9,human
1,COC1=CC(=CC(=C1)C2=NC(=C(C(=N2)N)CN)C3=C(C=C(C=C3)Cl)Cl)OC,prot87,human
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=O)CC[C@H]34,prot161,human
1,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCCOCC3=CC=C(C=C3)Cl,prot9,human
