celegans_bin,smiles,proteinName,protein_dataset
0,C(CN)C(C(=O)O)N,prot1824,celegans
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O,prot26,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot862,celegans
0,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-],prot1215,celegans
0,CSC1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot1825,celegans
1,C1=CC2=C(C=C1Cl)N(C(=O)N(C2=O)CC3=C(C=C(C=C3)Br)F)CC(=O)O,prot612,celegans
0,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3,prot1826,celegans
1,C([C@@H](C(=O)O)N)C(=O)OP(=O)(O)O,prot1707,celegans
1,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,prot151,celegans
1,CS(=O)C,prot1569,celegans
0,CC1[C@@H](C(C([C@H](O1)O[C@H]2C[C@H]([C@@]3(C4C(CC[C@@]3(C2)O)[C@]5(CCC([C@]5(CC4O)C)C6CC(=O)OC6)O)CO)O)O)O)O,prot1400,celegans
1,C(C(CO)O)O,prot500,celegans
1,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,prot25,celegans
0,CC(=O)NC1C(C(C(OC1O)CO)O)O,prot470,celegans
0,CC(C(=O)O)C(CC(=O)O)(C(=O)O)O,prot648,celegans
1,C1=CC=C(C(=C1)C(F)(F)F)S(=O)(=O)NNC(=O)C2=CC3=C(O2)C=CC(=C3)Cl,prot343,celegans
0,CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=CN=C3NCC4=CC=CC=C4)O)O,prot645,celegans
1,CC1=NC=C(C(=C1O)CN)COP(=O)(O)O,prot129,celegans
1,C1C[C@@H]2C3=C(C=CC=C3NC(=O)NC4=CC=CC=N4)C(=O)N2C1,prot25,celegans
1,CCCOC1=C2C(=CNC2=NC=C1)C3=NC(=NC=C3)N,prot79,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot554,celegans
0,CCCCC(=O)O,prot680,celegans
0,C1=CC(=CC=C1C=O)[N+](=O)[O-],prot1799,celegans
0,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)F,prot445,celegans
0,CCC(C(=O)O)O,prot736,celegans
1,CC1=NC2=CC=CC=C2C(=C1)COC3=CC=C(C=C3)C[C@@]4(C[C@@H]4C(=O)NO)C(=O)OC,prot182,celegans
1,CCCCCCCCOCCOCCOCCOCCOCCO,prot130,celegans
1,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,prot1,celegans
1,CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O,prot25,celegans
0,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)O)O,prot1590,celegans
0,CC(CCCN)(C(=O)O)N,prot866,celegans
1,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,prot3,celegans
1,CC1=NC=C(C(=C1O)CNOCC(=O)O)COP(=O)(O)O,prot129,celegans
1,C(C(CO)O)O,prot766,celegans
1,C[C@@H](C(=O)C1=CC=CC=C1)N,prot2,celegans
1,CS(=O)C,prot25,celegans
0,CCC(C)C(C(=O)O)N,prot305,celegans
0,CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O,prot578,celegans
0,CCCCCCCCCCC(=O)O,prot682,celegans
1,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,prot2,celegans
1,C[As](=O)(C)O,prot8,celegans
0,C1C(=O)NCC(=O)N1,prot1013,celegans
1,C[C@]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)OP(=O)(O)O,prot117,celegans
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot25,celegans
1,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,prot2,celegans
0,C(=O)C(Cl)Cl,prot660,celegans
1,C(C(CO)O)O,prot1043,celegans
0,CC1(C2CCC(O1)(CC2)C)C,prot216,celegans
1,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,prot25,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O,prot190,celegans
0,NS(=O)(=O)O,prot1043,celegans
0,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,prot1599,celegans
0,COC1C(C(C(C(O1)CO)O)O)O,prot1742,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot788,celegans
0,CC(C(=O)O)C(CC(=O)O)(C(=O)O)O,prot1346,celegans
0,C1=CC(=CC(=C1)N)C(=O)O,prot1828,celegans
1,C(COCCOCCO)O,prot1829,celegans
1,C(C(CO)O)O,prot962,celegans
0,CC(CC(=O)O)(C(=O)O)O,prot495,celegans
0,C1C(CNC1C(=O)O)O,prot271,celegans
1,C([C@H]([C@@H](CS)O)O)S,prot152,celegans
0,C#CC(CCC(=O)O)N,prot1050,celegans
0,C1C(C(OC1N2C=C(C(=O)NC2=O)Br)COP(=O)(O)O)O,prot647,celegans
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O,prot1830,celegans
1,CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=C(C=C(C=C3)C4=NN=C(O4)C)C,prot25,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot25,celegans
0,C(C(C(=O)O)O)(C(=O)O)O,prot0,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O,prot762,celegans
0,CCC(C)C(=O)C(=O)O,prot167,celegans
1,C[C@H](C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl,prot174,celegans
1,C1CCC(CC1)NCCCS(=O)(=O)O,prot422,celegans
1,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,prot1315,celegans
1,CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,prot480,celegans
1,C(CS)[C@@H](C(=O)O)N,prot1308,celegans
0,CC1=CC=C(CC1)C(C)C,prot265,celegans
0,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-],prot961,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot1293,celegans
1,C(C(CO)O)O,prot1833,celegans
0,C(=O)(N)[O-],prot928,celegans
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,prot25,celegans
0,CC(C)NCCO,prot1005,celegans
1,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,prot2,celegans
0,CCC(C)OC(=O)C,prot1716,celegans
0,C(CC(=O)O)C(=O)C(=O)O,prot503,celegans
1,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,prot1,celegans
1,C[C@@H](CC(C)(C)O)O,prot183,celegans
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot1707,celegans
0,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,prot1371,celegans
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O,prot927,celegans
0,C1CCC(C(C1)N)N,prot983,celegans
1,C1CCC(CC1)NCCCS(=O)(=O)O,prot1833,celegans
0,CCC(C1=CC=CC=C1)C(=O)O,prot1020,celegans
1,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,prot1,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot924,celegans
0,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,prot1411,celegans
0,CC1(C2CCC(O1)(CC2)C)C,prot1770,celegans
0,C1=CC(=O)OC1=O,prot1834,celegans
1,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,prot1,celegans
0,C(=O)C=O,prot1835,celegans
1,CO/C=C(\C1=CC=CC=C1/C=C/C2=CC=CC=C2)/C(=O)OC,prot30,celegans
1,C(C(CO)O)O,prot1094,celegans
0,C(C1C(C(C(O1)O)O)O)O,prot1241,celegans
0,CO[C@H]([C@H](C=O)O)[C@@H]([C@@H](CO)O)O,prot843,celegans
1,C1COCCO1,prot83,celegans
0,CC(CC1=CC=CC=C1)NC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O,prot1811,celegans
0,CC(C(=O)O)N,prot890,celegans
1,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,prot25,celegans
1,C(C(CO)O)O,prot535,celegans
1,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,prot1,celegans
1,C1=CC2=NC=CN=C2C=C1/C=C\3/C(=O)NC(=O)S3,prot885,celegans
1,C1CCC2(CC1)C(=O)N[C@H](C(=O)NC[C@@H](C/C=C/[C@@H](CC(=O)N2)C3=CC=C(C=C3)CP(=O)(O)O)CC4=CC=CC5=CC=CC=C54)CC(=O)N,prot88,celegans
0,C(C(C(C(C(C(=O)O)O)O)O)O)O,prot142,celegans
0,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,prot1836,celegans
1,C(C(CO)O)O,prot1837,celegans
0,CC(C(=O)O)N,prot434,celegans
0,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O,prot1,celegans
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot526,celegans
0,C(CO)C(C(=O)O)N,prot397,celegans
1,C([C@@H](C(=O)O)N)C(=O)N,prot1632,celegans
0,CC1(C(=O)N(C(=O)O1)C)C,prot1840,celegans
0,C(CS)C(=O)O,prot1139,celegans
1,CC(C)C[C@H]([C@H](CSC1=CC=CS1)C(=O)NO)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)NC,prot592,celegans
1,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,prot283,celegans
0,CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=C(N=C3N)NCCC4=CC=C(C=C4)CCC(=O)O)O)O,prot1280,celegans
1,C1CCC(CC1)COC2=NC(=NC(=C2N=O)N)N,prot25,celegans
0,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,prot807,celegans
0,C1CCC(=O)CC1,prot482,celegans
1,C1CC(=C(C1)C(=O)O)C(=O)NC2=C(C=C(C=C2F)C3=CC(=CC=C3)OC(F)(F)F)F,prot130,celegans
1,CC(=O)C(=O)O,prot474,celegans
0,CC(C)CCC(=O)O,prot1547,celegans
0,CCCCCCC(=O)O,prot1590,celegans
0,CCOC(=O)C(C)C(=O)C,prot612,celegans
0,C(CC(C(=O)O)N)C=O,prot218,celegans
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O,prot1821,celegans
0,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,prot395,celegans
0,C1=CC=C(C=C1)C(C(=O)O)N,prot442,celegans
1,C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,prot183,celegans
0,CCl,prot1581,celegans
1,C1=CC(=CC=C1C[C@@H](C(=O)N)N)O,prot964,celegans
1,CCCCCCCCCC[N+](C)(C)[O-],prot413,celegans
0,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCC=CCCCCC,prot861,celegans
0,C1=CC=C2C(=C1)C=CC=C2NC(=O)CF,prot550,celegans
1,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,prot1,celegans
1,C1=C(C=C(C(=C1Cl)O)Cl)C2=CC(=C(C(=C2)Cl)O)Cl,prot669,celegans
1,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,prot611,celegans
1,C1CCC(CC1)NCCCS(=O)(=O)O,prot289,celegans
1,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,prot1,celegans
0,CC(C)C(C(C)(C)CO)O,prot1173,celegans
1,C(C(CO)O)O,prot343,celegans
1,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O,prot25,celegans
1,C1=CC=C2C(=C1)C(=NN2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)N,prot25,celegans
0,C1CCN2C(C1)NC(=O)C23CCN(CC3)CCCN4C5=CC=CC=C5CCC6=C4C=C(C=C6)Cl,prot1673,celegans
0,C1CN[C@@H]1C(=O)O,prot1643,celegans
1,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,prot1,celegans
1,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,prot25,celegans
1,C(C(CO)O)O,prot472,celegans
0,CCCCCCCCCCCCCC(=O)OC(C)C,prot1203,celegans
1,CSCC[C@@H](C(=O)O)NC=O,prot499,celegans
1,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O,prot117,celegans
1,C(CNC(CO)(CO)CO)CNC(CO)(CO)CO,prot191,celegans
1,C([C@@H](C(=O)O)N)N1C(=O)NC(=O)O1,prot8,celegans
1,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,prot1,celegans
0,C1CC(=O)NC1C(=O)O,prot1310,celegans
0,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C(=O)O)O)O,prot4,celegans
1,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,prot1,celegans
0,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N,prot78,celegans
0,CCC(C1=CC=CC=C1)C(=O)O,prot2,celegans
1,C1=CC(=CC=C1CSC[C@@H](C(=O)O)NC(=O)N[C@@H](CCC(=O)O)C(=O)O)F,prot92,celegans
0,C(CO)C(C(=O)O)N,prot727,celegans
1,C(C(CO)O)O,prot236,celegans
0,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot1842,celegans
1,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O,prot316,celegans
0,C1=C(C2=C(N1)C(=O)N=CN2)C3C(C(C(O3)CO)O)O,prot223,celegans
0,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CSCCC(C(=O)O)N)O)O,prot1595,celegans
0,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot1152,celegans
0,C[C@@H]1[C@]([C@@H]([C@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)NC)(C=O)O,prot1844,celegans
1,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,prot25,celegans
1,C1C2=CC(=CC(=C2OCO1)CN3C4=C(C=C(C=C4)F)/C(=N\O)/C3=O)F,prot25,celegans
0,CC1=CC(NC2=CC=CC=C12)(C)C,prot612,celegans
0,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,prot1845,celegans
0,CC(=O)NC1=CC=C(C=C1)O,prot385,celegans
1,CC1=NC=C(C(=C1O)CN)COP(=O)(O)O,prot343,celegans
1,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C,prot1,celegans
1,C[C@H](C(C)(C)C)O[P@H](=O)C,prot1524,celegans
0,N#N,prot973,celegans
0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,prot1846,celegans
0,C(=O)C=O,prot1847,celegans
1,C(C(CO)O)O,prot33,celegans
0,CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,prot1845,celegans
0,CC(C)C(C(=O)O)NC,prot1411,celegans
0,C1=CN(C2=C1C(=NC=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot1504,celegans
0,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)F,prot502,celegans
1,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,prot877,celegans
0,CCCCCCCCCCCCCCO,prot1453,celegans
1,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,prot804,celegans
0,C1=CC(=CC=C1CSC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O)[N+](=O)[O-],prot929,celegans
0,CCCCCCCCCCC=O,prot715,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot611,celegans
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O,prot252,celegans
1,C(C(CO)O)O,prot906,celegans
0,CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C,prot1848,celegans
1,CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCOCC4)OC,prot1080,celegans
1,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,prot160,celegans
0,C1=NC2=C(N1COCCO)NC(=NC2=O)N,prot1519,celegans
0,CCC(C(=O)C)(C(=O)O)O,prot910,celegans
0,C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O,prot1849,celegans
1,C1CCC(C1)(C(=O)O)N,prot1023,celegans
1,C(C(=O)O)C(=O)O,prot1415,celegans
1,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,prot15,celegans
1,C1=CC=C2C(=C1)C=CC=C2COC3=C(N=CC=C3)N,prot25,celegans
1,CCOC1=CC=CC=C1O[C@H]([C@@H]2CNCCO2)C3=CC=CC=C3,prot2,celegans
0,C(C(=O)[O-])(C(=O)[O-])O,prot277,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot929,celegans
1,C1CNCC2=C1C=CC(=C2)S(=O)(=O)N,prot805,celegans
1,CS(=O)C,prot25,celegans
1,C(C(CO)O)O,prot380,celegans
1,CCCC[C@H](CN(C=O)O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,prot725,celegans
1,C[C@@H](C(=O)C1=CC=CC=C1)N,prot2,celegans
0,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C(=O)O)O)O,prot1850,celegans
1,C(C(CO)O)O,prot1628,celegans
1,C([C@@H](C(=O)O)N)SO,prot327,celegans
1,CCCCCCCCCC[N+](C)(C)[O-],prot642,celegans
0,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O,prot11,celegans
1,CS(=O)C,prot25,celegans
1,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,prot1,celegans
1,CN(C)C[C@@H](COC1=CC=C(C=C1)NC2=NC=CC(=N2)NC3=C(C=CC(=C3)Cl)Cl)O,prot25,celegans
1,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,prot1,celegans
1,C(CC(=O)O)[C@@H](C(=O)O)N,prot1136,celegans
0,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O,prot1420,celegans
0,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Br)CO)O,prot1209,celegans
0,C(CN)C(C(=O)O)N,prot1355,celegans
1,C(CC(=O)N)[C@@H](C(=O)O)N,prot1632,celegans
0,CCCCCCCC=O,prot917,celegans
1,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,prot25,celegans
0,CC(C(C(=O)O)N)O,prot490,celegans
0,C(CN)C(C(=O)O)N,prot1288,celegans
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C,prot245,celegans
0,CC(CO)C(=O)O,prot918,celegans
1,C[C@@H](CC(C)(C)O)O,prot685,celegans
0,C(CN)C(C(=O)O)N,prot1437,celegans
1,CC(=O)N[C@@H](CO)C(=O)O,prot1153,celegans
1,C[C@@H](CC(C)(C)O)O,prot191,celegans
0,C(C(C(=O)O)N)O,prot397,celegans
0,CC1=CC=CC=C1[N+](=O)[O-],prot947,celegans
0,C1CN[C@@H]1C(=O)O,prot1484,celegans
0,C1=CC(=C(C=C1N)C(=O)O)O,prot88,celegans
0,C1=CN=C2C(=N1)C=NC=N2,prot437,celegans
1,C1C[C@@H](O[C@@H]1COP(=O)(O)O)N2C=CC(=NC2=O)N,prot1266,celegans
1,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC,prot612,celegans
0,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,prot1216,celegans
1,C(C(CO)O)O,prot1177,celegans
0,CC(CC=O)O,prot634,celegans
1,C1CNCCC1C2=CC3=C(CCC(=O)N3C4=C(C=CC=C4Cl)Cl)C(=C2)C5=C(C=C(C=C5)F)F,prot25,celegans
0,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot1440,celegans
1,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)O)OC(=O)CCCCCCCCCCCCCCCCC,prot227,celegans
1,C[C@@H]1C2=NC(=NN2CCN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N)C(F)(F)F,prot139,celegans
0,CC(=O)NC(CCSC)C(=O)O,prot92,celegans
0,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,prot475,celegans
1,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C,prot1,celegans
1,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC,prot612,celegans
0,CC(C)C(C(=O)O)NC,prot145,celegans
1,C(C(CO)O)O,prot1475,celegans
0,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C(=O)O)O)O)O)O)O)O,prot57,celegans
1,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,prot1,celegans
0,C(CC(C(=O)O)N)CN,prot47,celegans
0,C(CCC(=O)O)CC(=O)O,prot727,celegans
0,C1CC1(C(=O)O)N,prot777,celegans
1,CN(C)S(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO,prot1,celegans
0,CC(CCO)O,prot1520,celegans
1,C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(C(=O)OC)O,prot25,celegans
0,CCCCCCCCCCC(=O)O,prot295,celegans
0,CCC(=O)N,prot1503,celegans
1,C(C(=O)O)N,prot191,celegans
0,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)O)O)C)O,prot11,celegans
1,CC1=C(SC(=N1)N)C2=NC(=NC=C2)NC3=CC(=CC=C3)[N+](=O)[O-],prot25,celegans
0,C#C,prot279,celegans
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot1042,celegans
0,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,prot1756,celegans
0,C1=CC(=CC=C1C(=O)O)O,prot199,celegans
1,CS(=O)(=O)C1=CC=CC(=C1)C2=CC(=NC=N2)N3C[C@@H]([C@H](C3)N)C4=CC(=C(C=C4F)F)F,prot139,celegans
1,C(CCN)CCN,prot562,celegans
1,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,prot3,celegans
0,CC(C(C(=O)O)N)O,prot404,celegans
0,C1=CC(=CC=C1C(=O)O)Cl,prot1851,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot519,celegans
1,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,prot1,celegans
